# IVD_Sequences
#
# History:
#
# 2014-05-16 Combined registration of the Moji_Joho collection and of
#            sequences in that collection.
#
# 2012-07-02 File restored due to corruption on the server.
#
# 2012-03-02 Registration of additional sequences in the Adobe-Japan1
#            collection. Registration of additional sequences in the
#            Hanyo-Denshi collection.
#
# 2010-11-14 Combined registration of the Hanyo-Denshi collection and of
#            sequences in that collection.
#
# 2007-12-14 Combined registration of the Adobe-Japan1 collection and of
#            sequences in that collection.
#
# This file is part of the Unicode Ideographic Variation Database (IVD).
# For more details on the IVD, see UTS #37:
# http://www.unicode.org/reports/tr37/
#
# Copyright 2006-2014 Unicode, Inc.
# For terms of use, see: http://www.unicode.org/terms_of_use.html
#
3402 E0100; Adobe-Japan1; CID+13698
3BF3 E0101; Moji_Joho; MJ001848
3BF3 E0102; Hanyo-Denshi; KS177780
3BF3 E0102; Moji_Joho; MJ001849
3BFE E0100; Hanyo-Denshi; IB0319
3BFE E0100; Moji_Joho; MJ001855
3BFE E0101; Hanyo-Denshi; IB0723
3BFE E0101; Moji_Joho; MJ001854
3C05 E0100; Hanyo-Denshi; IB0320
3C05 E0100; Moji_Joho; MJ001863
3C05 E0101; Hanyo-Denshi; JTB3B4
3C05 E0101; Moji_Joho; MJ001862
3C0D E0100; Hanyo-Denshi; IA2548
3C0D E0100; Moji_Joho; MJ001870
3C0D E0101; Hanyo-Denshi; KS180330
3C0D E0101; Moji_Joho; MJ001871
3C0F E0100; Adobe-Japan1; CID+16919
3C1B E0100; Hanyo-Denshi; KS181050
3C1B E0101; Hanyo-Denshi; TK01047210
3C26 E0100; Adobe-Japan1; CID+17887
3C4E E0100; Hanyo-Denshi; IA2609
3C4E E0100; Moji_Joho; MJ001937
3C4E E0101; Hanyo-Denshi; KS184420
3C4E E0101; Moji_Joho; MJ001936
3C4F E0100; Hanyo-Denshi; IA0423
3C4F E0100; Moji_Joho; MJ001938
3C4F E0101; Hanyo-Denshi; KS184580
3C4F E0101; Moji_Joho; MJ057890
3C73 E0100; Hanyo-Denshi; IA2637
3C73 E0101; Hanyo-Denshi; KS187680
3C8A E0100; Hanyo-Denshi; IA0426
3C8A E0100; Moji_Joho; MJ001992
3C8A E0101; Hanyo-Denshi; KS189320
3C8A E0101; Moji_Joho; MJ001991
3CBA E0100; Hanyo-Denshi; IA2702
3CBA E0101; Hanyo-Denshi; TK01048280
3CC3 E0100; Adobe-Japan1; CID+17916
3CD2 E0100; Adobe-Japan1; CID+17921
3CDF E0100; Hanyo-Denshi; IA0438
3CDF E0100; Moji_Joho; MJ002064
3CDF E0101; Hanyo-Denshi; JTB42BS
3CDF E0101; Moji_Joho; MJ002066
3CDF E0102; Moji_Joho; MJ002065
3CE4 E0100; Hanyo-Denshi; IA2722
3CE4 E0100; Moji_Joho; MJ002067
3CE4 E0101; Hanyo-Denshi; KS198370
3CE4 E0101; Moji_Joho; MJ002068
3CF8 E0100; Hanyo-Denshi; IA2804
3CF8 E0101; Hanyo-Denshi; KS198930
3CFD E0100; Hanyo-Denshi; IB2232
3CFD E0101; Hanyo-Denshi; TK01049980
3D00 E0100; Hanyo-Denshi; IA0442
3D00 E0100; Moji_Joho; MJ002093
3D00 E0101; Hanyo-Denshi; KS199680
3D00 E0101; Moji_Joho; MJ002094
3D04 E0100; Hanyo-Denshi; IA2814
3D04 E0100; Moji_Joho; MJ002099
3D04 E0101; Hanyo-Denshi; KS198350
3D04 E0101; Moji_Joho; MJ002098
3D0A E0100; Hanyo-Denshi; IA2819
3D0A E0101; Hanyo-Denshi; TK01049870
3D11 E0100; Adobe-Japan1; CID+17957
3D1B E0100; Moji_Joho; MJ002118
3D1B E0101; Moji_Joho; MJ002119
3D1E E0100; Adobe-Japan1; CID+17968
3D1E E0101; Hanyo-Denshi; IA0443
3D1E E0101; Moji_Joho; MJ002123
3D1E E0102; Hanyo-Denshi; JTB45B
3D1E E0102; Moji_Joho; MJ002122
3D20 E0100; Hanyo-Denshi; IA0444
3D20 E0101; Hanyo-Denshi; TK01050370
3D31 E0100; Adobe-Japan1; CID+20158
3D31 E0101; Moji_Joho; MJ002139
3D31 E0102; Moji_Joho; MJ002140
3D41 E0100; Hanyo-Denshi; IA2858
3D41 E0101; Hanyo-Denshi; KS204600
3D4E E0100; Adobe-Japan1; CID+7655
3D5D E0100; Moji_Joho; MJ002176
3D5D E0101; Moji_Joho; MJ002177
3D64 E0100; Adobe-Japan1; CID+17994
3D64 E0101; Hanyo-Denshi; IA0453
3D64 E0102; Hanyo-Denshi; TK01053100
3D67 E0100; Hanyo-Denshi; IA0454
3D67 E0100; Moji_Joho; MJ002187
3D67 E0101; Hanyo-Denshi; KS207740
3D67 E0101; Moji_Joho; MJ002188
3D69 E0100; Hanyo-Denshi; IA2886
3D69 E0101; Hanyo-Denshi; KS207840
3D6A E0100; Hanyo-Denshi; IA2887
3D6A E0101; Hanyo-Denshi; TK01052420
3D6A E0102; Hanyo-Denshi; TK01052850
3D7E E0100; Hanyo-Denshi; IB0323
3D7E E0100; Moji_Joho; MJ002213
3D7E E0101; Hanyo-Denshi; IB0736
3D7E E0101; Moji_Joho; MJ002214
3D80 E0100; Hanyo-Denshi; IA2911
3D80 E0100; Moji_Joho; MJ002216
3D80 E0101; Hanyo-Denshi; JT3D80
3D80 E0101; Moji_Joho; MJ002217
3D87 E0100; Hanyo-Denshi; IA2916
3D87 E0101; Hanyo-Denshi; TK01053650
3D93 E0100; Hanyo-Denshi; IA0458
3D93 E0100; Moji_Joho; MJ002231
3D93 E0101; Hanyo-Denshi; KS211230
3D93 E0101; Moji_Joho; MJ002230
3D98 E0100; Hanyo-Denshi; IA2926
3D98 E0101; Hanyo-Denshi; JTB7E3
3D9A E0100; Adobe-Japan1; CID+18008
3DA7 E0100; Hanyo-Denshi; IA2936
3DA7 E0101; Hanyo-Denshi; TK01054240
3DB3 E0100; Hanyo-Denshi; IA2944
3DB3 E0100; Moji_Joho; MJ002258
3DB3 E0101; Hanyo-Denshi; KS214450
3DB3 E0101; Moji_Joho; MJ057991
3DC0 E0100; Adobe-Japan1; CID+18026
3DC0 E0101; Hanyo-Denshi; IA0461
3DC0 E0101; Moji_Joho; MJ002269
3DC0 E0102; Hanyo-Denshi; KS215050
3DC0 E0102; Moji_Joho; MJ002268
3DCC E0100; Adobe-Japan1; CID+19133
3DD4 E0100; Adobe-Japan1; CID+18031
3DD4 E0101; Hanyo-Denshi; IA0463
3DD4 E0101; Moji_Joho; MJ002287
3DD4 E0102; Hanyo-Denshi; KS216430
3DD4 E0102; Moji_Joho; MJ002286
3DD5 E0100; Hanyo-Denshi; IA2966
3DD5 E0101; Hanyo-Denshi; TK01055100
3DD5 E0102; Hanyo-Denshi; TK01055150
3DDF E0100; Hanyo-Denshi; IB0324
3DDF E0100; Moji_Joho; MJ002294
3DDF E0101; Hanyo-Denshi; IB0740
3DDF E0101; Moji_Joho; MJ002293
3DEC E0100; Hanyo-Denshi; IA2977
3DEC E0101; Hanyo-Denshi; KS217740
3DED E0100; Hanyo-Denshi; IB0325
3DED E0100; Moji_Joho; MJ002306
3DED E0101; Hanyo-Denshi; IB0742
3DED E0101; Moji_Joho; MJ002305
3DF1 E0100; Hanyo-Denshi; IA0465
3DF1 E0100; Moji_Joho; MJ002310
3DF1 E0101; Hanyo-Denshi; KS217650
3DF1 E0101; Moji_Joho; MJ058003
3E02 E0100; Hanyo-Denshi; IB0326
3E02 E0100; Moji_Joho; MJ002325
3E02 E0101; Hanyo-Denshi; IB0746
3E02 E0101; Moji_Joho; MJ002324
3E05 E0100; Adobe-Japan1; CID+18043
3E0F E0100; Hanyo-Denshi; IA0466
3E0F E0100; Moji_Joho; MJ002335
3E0F E0101; Hanyo-Denshi; JTB560
3E0F E0101; Moji_Joho; MJ002336
3E14 E0100; Hanyo-Denshi; KS260370
3E14 E0100; Moji_Joho; MJ058161
3E14 E0101; Hanyo-Denshi; KS261060
3E14 E0101; Moji_Joho; MJ058168
3E35 E0100; Hanyo-Denshi; IA3039
3E35 E0101; Hanyo-Denshi; TK01057100
3E37 E0100; Hanyo-Denshi; IA3041
3E37 E0100; Moji_Joho; MJ002374
3E37 E0101; Hanyo-Denshi; KS225220
3E37 E0101; Moji_Joho; MJ002375
3E3F E0100; Adobe-Japan1; CID+16968
3E40 E0100; Adobe-Japan1; CID+20170
3E60 E0100; Adobe-Japan1; CID+18059
3E66 E0100; Adobe-Japan1; CID+18061
3E68 E0100; Adobe-Japan1; CID+18062
3E83 E0100; Adobe-Japan1; CID+18069
3E83 E0101; Hanyo-Denshi; JD8041
3E83 E0101; Moji_Joho; MJ002447
3E83 E0102; Hanyo-Denshi; KS230610
3E83 E0102; Moji_Joho; MJ002448
3E8A E0100; Adobe-Japan1; CID+15427
3E94 E0100; Adobe-Japan1; CID+18075
3E9A E0100; Hanyo-Denshi; IB0327
3E9A E0100; Moji_Joho; MJ002469
3E9A E0101; Hanyo-Denshi; IB0751
3E9A E0101; Moji_Joho; MJ002468
3EBF E0100; Hanyo-Denshi; IA3152
3EBF E0101; Hanyo-Denshi; TK01058350
3EDA E0100; Adobe-Japan1; CID+15432
3F0B E0100; Hanyo-Denshi; IA0484
3F0B E0100; Moji_Joho; MJ002551
3F0B E0101; Hanyo-Denshi; KS239730
3F0B E0101; Moji_Joho; MJ002550
3F1B E0100; Hanyo-Denshi; IA3217
3F1B E0100; Moji_Joho; MJ002567
3F1B E0101; Hanyo-Denshi; KS241040
3F1B E0101; Moji_Joho; MJ002568
3F57 E0100; Adobe-Japan1; CID+18123
3F72 E0100; Adobe-Japan1; CID+16984
3F75 E0100; Adobe-Japan1; CID+18137
3F77 E0100; Adobe-Japan1; CID+18139
3FAE E0100; Adobe-Japan1; CID+18157
3FB1 E0100; Adobe-Japan1; CID+14164
3FC2 E0100; Hanyo-Denshi; IA0490
3FC2 E0100; Moji_Joho; MJ002721
3FC2 E0101; Hanyo-Denshi; JTB611
3FC2 E0101; Moji_Joho; MJ002722
3FC9 E0100; Adobe-Japan1; CID+18168
3FCA E0100; Hanyo-Denshi; IA3377
3FCA E0100; Moji_Joho; MJ002730
3FCA E0101; Hanyo-Denshi; KS252420
3FCA E0101; Moji_Joho; MJ002731
3FD7 E0100; Adobe-Japan1; CID+18173
3FDC E0100; Adobe-Japan1; CID+19134
3FDF E0100; Hanyo-Denshi; IA0494
3FDF E0100; Moji_Joho; MJ002750
3FDF E0101; Hanyo-Denshi; KS254470
3FDF E0101; Moji_Joho; MJ002749
3FE9 E0100; Hanyo-Denshi; IA3408
3FE9 E0101; Hanyo-Denshi; TK01061920
3FFC E0100; Hanyo-Denshi; IA3426
3FFC E0100; Moji_Joho; MJ002780
3FFC E0101; Hanyo-Denshi; KS257310
3FFC E0101; Moji_Joho; MJ002781
4018 E0100; Hanyo-Denshi; IA3452
4018 E0100; Moji_Joho; MJ002807
4018 E0101; Hanyo-Denshi; KS260480
4018 E0101; Moji_Joho; MJ002808
4039 E0100; Adobe-Japan1; CID+18191
4048 E0100; Hanyo-Denshi; IA0505
4048 E0100; Moji_Joho; MJ002856
4048 E0101; Hanyo-Denshi; KS262130
4048 E0101; Moji_Joho; MJ002855
404F E0100; Hanyo-Denshi; IA3504
404F E0100; Moji_Joho; MJ002863
404F E0101; Hanyo-Denshi; KS263350
404F E0101; Moji_Joho; MJ002864
4050 E0100; Hanyo-Denshi; IA0506
4050 E0100; Moji_Joho; MJ002865
4050 E0101; Hanyo-Denshi; KS262880
4050 E0101; Moji_Joho; MJ002866
4054 E0100; Hanyo-Denshi; IA3507
4054 E0101; Hanyo-Denshi; TK01062970
4058 E0100; Adobe-Japan1; CID+18198
4071 E0100; Hanyo-Denshi; IA0509
4071 E0100; Moji_Joho; MJ002897
4071 E0101; Hanyo-Denshi; JTB661
4071 E0101; Moji_Joho; MJ059940
4071 E0102; Hanyo-Denshi; JTB662
4071 E0102; Moji_Joho; MJ059941
407E E0100; Hanyo-Denshi; IA3544
407E E0101; Hanyo-Denshi; KS266100
407E E0101; Moji_Joho; MJ002911
407E E0102; Moji_Joho; MJ002910
408A E0100; Hanyo-Denshi; IA0510
408A E0101; Hanyo-Denshi; TK01063340
408A E0102; Hanyo-Denshi; TK01063350
4093 E0100; Adobe-Japan1; CID+15436
4096 E0100; Hanyo-Denshi; IA0512
4096 E0100; Moji_Joho; MJ002936
4096 E0101; Hanyo-Denshi; JTB670
4096 E0101; Moji_Joho; MJ002934
4096 E0102; Hanyo-Denshi; KS268410
4096 E0102; Moji_Joho; MJ002935
40AE E0100; Hanyo-Denshi; IA3583
40AE E0100; Moji_Joho; MJ002960
40AE E0101; Hanyo-Denshi; KS270280
40AE E0101; Moji_Joho; MJ002961
40CD E0100; Hanyo-Denshi; IA0516
40CD E0100; Moji_Joho; MJ002986
40CD E0101; Hanyo-Denshi; KS271840
40CD E0101; Moji_Joho; MJ002985
40DD E0100; Hanyo-Denshi; IA0517
40DD E0101; Hanyo-Denshi; TK01064120
40EE E0100; Hanyo-Denshi; IA3639
40EE E0101; Hanyo-Denshi; TK01064130
40FD E0100; Hanyo-Denshi; IB0329
40FD E0100; Moji_Joho; MJ003032
40FD E0101; Hanyo-Denshi; IB0767
40FD E0101; Moji_Joho; MJ003031
40FE E0100; Hanyo-Denshi; IA0519
40FE E0100; Moji_Joho; MJ003034
40FE E0101; Hanyo-Denshi; IB0770
40FE E0101; Moji_Joho; MJ003033
4101 E0100; Hanyo-Denshi; IA3653
4101 E0101; Hanyo-Denshi; TK01064660
4102 E0100; Hanyo-Denshi; IA0521
4102 E0100; Moji_Joho; MJ003038
4102 E0101; Hanyo-Denshi; KS275710
4102 E0101; Moji_Joho; MJ003039
4103 E0100; Adobe-Japan1; CID+15439
4103 E0101; Hanyo-Denshi; IB0779
4103 E0101; Moji_Joho; MJ003040
4103 E0102; Hanyo-Denshi; IA0522
4103 E0103; Moji_Joho; MJ003041
4104 E0100; Hanyo-Denshi; IB0333
4104 E0100; Moji_Joho; MJ003043
4104 E0101; Hanyo-Denshi; IB0785
4104 E0101; Moji_Joho; MJ003042
4105 E0100; Adobe-Japan1; CID+18235
4105 E0101; Hanyo-Denshi; IA0523
4105 E0101; Moji_Joho; MJ003044
4105 E0102; Hanyo-Denshi; JD8268
4105 E0102; Moji_Joho; MJ003045
4106 E0100; Hanyo-Denshi; IA3654
4106 E0101; Hanyo-Denshi; TK01064830
4107 E0100; Hanyo-Denshi; IA0524
4107 E0100; Moji_Joho; MJ003049
4107 E0101; Hanyo-Denshi; JTB6E6
4107 E0101; Moji_Joho; MJ003050
4107 E0102; Moji_Joho; MJ003048
410C E0100; Hanyo-Denshi; IA3658
410C E0101; Hanyo-Denshi; TK01065280
410D E0100; Hanyo-Denshi; IB0335
410D E0100; Moji_Joho; MJ003057
410D E0101; Hanyo-Denshi; JTB6ED
410D E0101; Moji_Joho; MJ003056
410F E0100; Hanyo-Denshi; IB0336
410F E0100; Moji_Joho; MJ003060
410F E0101; Hanyo-Denshi; IB0801
410F E0101; Moji_Joho; MJ003059
4112 E0100; Hanyo-Denshi; IA0525
4112 E0100; Moji_Joho; MJ003064
4112 E0101; Hanyo-Denshi; KS276970
4112 E0101; Moji_Joho; MJ003063
4113 E0100; Hanyo-Denshi; IA3662
4113 E0101; Hanyo-Denshi; TK01065500
4120 E0100; Hanyo-Denshi; IB0343
4120 E0100; Moji_Joho; MJ003078
4120 E0101; Hanyo-Denshi; IB0824
4120 E0101; Moji_Joho; MJ003077
412A E0100; Hanyo-Denshi; IA0527
412A E0100; Moji_Joho; MJ003088
412A E0101; Hanyo-Denshi; KS279260
412A E0101; Moji_Joho; MJ003087
412F E0100; Hanyo-Denshi; IA3681
412F E0100; Moji_Joho; MJ003093
412F E0101; Hanyo-Denshi; KS280550
412F E0101; Moji_Joho; MJ003094
4146 E0100; Hanyo-Denshi; IA0531
4146 E0100; Moji_Joho; MJ003114
4146 E0101; Hanyo-Denshi; KS280290
4146 E0101; Moji_Joho; MJ003113
4148 E0100; Adobe-Japan1; CID+18247
4148 E0101; Hanyo-Denshi; JD8284
4148 E0101; Moji_Joho; MJ003117
4148 E0102; Hanyo-Denshi; KS280540
4148 E0102; Moji_Joho; MJ003116
4148 E0103; Hanyo-Denshi; TK01066850
414F E0100; Adobe-Japan1; CID+18250
4163 E0100; Adobe-Japan1; CID+18254
4164 E0100; Hanyo-Denshi; IA3724
4164 E0101; Hanyo-Denshi; TK01067590
4165 E0100; Moji_Joho; MJ003146
4165 E0101; Moji_Joho; MJ003147
417E E0100; Hanyo-Denshi; IA3747
417E E0101; Hanyo-Denshi; TK01068200
4181 E0100; Hanyo-Denshi; IA0539
4181 E0101; Hanyo-Denshi; TK01068270
4183 E0100; Hanyo-Denshi; IB0347
4183 E0100; Moji_Joho; MJ003178
4183 E0101; Hanyo-Denshi; IB0834
4183 E0101; Moji_Joho; MJ003177
4183 E0102; Hanyo-Denshi; TK01068150
4192 E0100; Hanyo-Denshi; IA0540
4192 E0100; Moji_Joho; MJ003190
4192 E0101; Hanyo-Denshi; JTB76D
4192 E0101; Moji_Joho; MJ003191
4196 E0100; Hanyo-Denshi; IA3764
4196 E0101; Hanyo-Denshi; TK01068430
41B3 E0100; Hanyo-Denshi; IB0836
41B3 E0100; Moji_Joho; MJ003224
41B3 E0101; Hanyo-Denshi; JTB77F
41B3 E0101; Moji_Joho; MJ003225
41B4 E0100; Adobe-Japan1; CID+18269
41B4 E0101; Hanyo-Denshi; JD8319
41B4 E0102; Hanyo-Denshi; TK01068690
41BF E0100; Adobe-Japan1; CID+18272
41CC E0100; Hanyo-Denshi; IA3817
41CC E0101; Hanyo-Denshi; TK01068920
41D2 E0100; Hanyo-Denshi; IA0543
41D2 E0100; Moji_Joho; MJ003258
41D2 E0101; Hanyo-Denshi; KS288800
41D2 E0101; Moji_Joho; MJ003257
41E6 E0100; Adobe-Japan1; CID+18283
41EE E0100; Adobe-Japan1; CID+18287
41F1 E0100; Hanyo-Denshi; IA0546
41F1 E0100; Moji_Joho; MJ003290
41F1 E0101; Hanyo-Denshi; KS290980
41F1 E0101; Moji_Joho; MJ003289
41F3 E0100; Adobe-Japan1; CID+18284
41F8 E0100; Hanyo-Denshi; IA3853
41F8 E0101; Hanyo-Denshi; TK01069610
4207 E0100; Adobe-Japan1; CID+18294
420E E0100; Adobe-Japan1; CID+18297
4227 E0100; Hanyo-Denshi; IA0552
4227 E0100; Moji_Joho; MJ003346
4227 E0101; Hanyo-Denshi; KS296840
4227 E0101; Moji_Joho; MJ003345
422A E0100; Hanyo-Denshi; IA3894
422A E0100; Moji_Joho; MJ003347
422A E0101; Hanyo-Denshi; KS295030
422A E0101; Moji_Joho; MJ003348
4234 E0100; Hanyo-Denshi; IA0553
4234 E0101; Hanyo-Denshi; TK01070180
4240 E0100; Hanyo-Denshi; IA3921
4240 E0101; Hanyo-Denshi; TK01070160
4264 E0100; Adobe-Japan1; CID+14176
4274 E0100; Hanyo-Denshi; IA3968
4274 E0101; Hanyo-Denshi; TK01070510
4274 E0102; Hanyo-Denshi; TK01070570
4275 E0100; Hanyo-Denshi; KS504120
4275 E0100; Moji_Joho; MJ003424
4275 E0101; Hanyo-Denshi; KS504190
4275 E0101; Moji_Joho; MJ003425
427D E0100; Hanyo-Denshi; IA0560
427D E0101; Hanyo-Denshi; TK01070680
4291 E0100; Hanyo-Denshi; IA0563
4291 E0101; Hanyo-Denshi; TK01070910
4293 E0100; Adobe-Japan1; CID+15440
4294 E0100; Hanyo-Denshi; KS302030
4294 E0101; Hanyo-Denshi; TK01070850
42A3 E0100; Hanyo-Denshi; IA0567
42A3 E0101; Hanyo-Denshi; TK01071060
42AE E0100; Hanyo-Denshi; IA4019
42AE E0101; Hanyo-Denshi; TK01071130
42B8 E0100; Hanyo-Denshi; IA4027
42B8 E0100; Moji_Joho; MJ003496
42B8 E0101; Hanyo-Denshi; KS304690
42B8 E0101; Moji_Joho; MJ003497
42BA E0100; Hanyo-Denshi; IA4028
42BA E0101; Hanyo-Denshi; JTB819
42C6 E0100; Adobe-Japan1; CID+18335
42C6 E0101; Hanyo-Denshi; IA0571
42C6 E0101; Moji_Joho; MJ003510
42C6 E0102; Hanyo-Denshi; JD8411
42C6 E0102; Moji_Joho; MJ003511
42C6 E0103; Hanyo-Denshi; TK01071510
42C7 E0100; Hanyo-Denshi; IA0572
42C7 E0101; Hanyo-Denshi; TK01071470
42D6 E0100; Adobe-Japan1; CID+18346
42DA E0100; Hanyo-Denshi; IA4054
42DA E0101; Hanyo-Denshi; TK01071780
42DD E0100; Adobe-Japan1; CID+18350
42E3 E0100; Hanyo-Denshi; IA4060
42E3 E0100; Moji_Joho; MJ003541
42E3 E0101; Hanyo-Denshi; KS307630
42E3 E0101; Moji_Joho; MJ003542
42E3 E0102; Hanyo-Denshi; TK01071790
4301 E0100; Hanyo-Denshi; IA4088
4301 E0100; Moji_Joho; MJ003571
4301 E0101; Hanyo-Denshi; KS309930
4301 E0101; Moji_Joho; MJ003572
4302 E0100; Adobe-Japan1; CID+18364
4313 E0100; Hanyo-Denshi; IA0580
4313 E0101; Hanyo-Denshi; KS311240
4313 E0101; Moji_Joho; MJ003589
4313 E0102; Moji_Joho; MJ003588
432B E0100; Adobe-Japan1; CID+18377
4334 E0100; Hanyo-Denshi; IA4134
4334 E0100; Moji_Joho; MJ003623
4334 E0101; Hanyo-Denshi; KS314040
4334 E0101; Moji_Joho; MJ003624
4343 E0100; Adobe-Japan1; CID+18379
4343 E0101; Hanyo-Denshi; JD8465
4343 E0101; Moji_Joho; MJ003627
4343 E0102; Hanyo-Denshi; KS314320
4343 E0102; Moji_Joho; MJ003628
4359 E0100; Hanyo-Denshi; IA4222
4359 E0100; Moji_Joho; MJ003649
4359 E0101; Hanyo-Denshi; KS316060
4359 E0101; Moji_Joho; MJ003650
4395 E0100; Hanyo-Denshi; IA4278
4395 E0101; Hanyo-Denshi; TK01074010
43A8 E0100; Hanyo-Denshi; IA4294
43A8 E0101; Hanyo-Denshi; TK01074340
43A9 E0100; Hanyo-Denshi; IA0588
43A9 E0100; Moji_Joho; MJ003730
43A9 E0101; Hanyo-Denshi; KS323160
43A9 E0101; Moji_Joho; MJ003729
43AA E0100; Hanyo-Denshi; IA4301
43AA E0101; Hanyo-Denshi; TK01074350
43AF E0100; Hanyo-Denshi; IA4304
43AF E0101; Hanyo-Denshi; TK01074420
43CA E0100; Hanyo-Denshi; IA0589
43CA E0100; Moji_Joho; MJ003762
43CA E0101; Hanyo-Denshi; KS326000
43CA E0101; Moji_Joho; MJ003763
43CB E0100; Hanyo-Denshi; IA0590
43CB E0101; Hanyo-Denshi; TK01032910
43CB E0102; Hanyo-Denshi; TK01075110
43D5 E0100; Hanyo-Denshi; IA0591
43D5 E0100; Moji_Joho; MJ003777
43D5 E0101; Hanyo-Denshi; KS326950
43D5 E0101; Moji_Joho; MJ003776
43D5 E0102; Hanyo-Denshi; TK01075190
43DC E0100; Hanyo-Denshi; IA4345
43DC E0101; Hanyo-Denshi; TK01041310
43EE E0100; Adobe-Japan1; CID+18423
43F0 E0100; Adobe-Japan1; CID+18426
43F0 E0101; Hanyo-Denshi; JD8534
43F0 E0101; Moji_Joho; MJ003807
43F0 E0102; Hanyo-Denshi; IA4360
43F0 E0102; Moji_Joho; MJ003806
4408 E0100; Adobe-Japan1; CID+18432
440C E0100; Adobe-Japan1; CID+15426
440C E0101; Hanyo-Denshi; IA0605
440C E0101; Moji_Joho; MJ003836
440C E0102; Hanyo-Denshi; KS330260
440C E0102; Moji_Joho; MJ003835
4417 E0100; Adobe-Japan1; CID+18434
441C E0100; Adobe-Japan1; CID+18435
4422 E0100; Adobe-Japan1; CID+18437
4453 E0100; Adobe-Japan1; CID+14195
445B E0100; Adobe-Japan1; CID+17060
446B E0100; Hanyo-Denshi; IA4474
446B E0100; Moji_Joho; MJ003927
446B E0101; Hanyo-Denshi; KS340060
446B E0101; Moji_Joho; MJ003928
4476 E0100; Adobe-Japan1; CID+18460
4476 E0101; Hanyo-Denshi; IA0613
4476 E0102; Hanyo-Denshi; TK01075970
447A E0100; Adobe-Japan1; CID+18461
4491 E0100; Adobe-Japan1; CID+18467
4493 E0100; Hanyo-Denshi; IA4509
4493 E0101; Hanyo-Denshi; KS342120
4494 E0100; Hanyo-Denshi; IA0616
4494 E0100; Moji_Joho; MJ003965
4494 E0101; Hanyo-Denshi; KS342200
4494 E0101; Moji_Joho; MJ003966
4498 E0100; Hanyo-Denshi; IA4512
4498 E0101; Hanyo-Denshi; KS342640
44A0 E0100; Hanyo-Denshi; KS343370
44A0 E0101; Hanyo-Denshi; TK01076420
44A2 E0100; Hanyo-Denshi; IA0617
44A2 E0100; Moji_Joho; MJ003980
44A2 E0101; Hanyo-Denshi; KS343600
44A2 E0101; Moji_Joho; MJ003981
44A7 E0100; Hanyo-Denshi; IA4525
44A7 E0101; Hanyo-Denshi; KS344620
44A9 E0100; Hanyo-Denshi; IA0618
44A9 E0100; Moji_Joho; MJ003989
44A9 E0101; Hanyo-Denshi; JTB956
44A9 E0101; Moji_Joho; MJ003990
44AB E0100; Hanyo-Denshi; IA0619
44AB E0100; Moji_Joho; MJ003992
44AB E0101; Hanyo-Denshi; KS345270
44AB E0101; Moji_Joho; MJ003993
44B1 E0100; Hanyo-Denshi; IA0620
44B1 E0100; Moji_Joho; MJ003997
44B1 E0101; Hanyo-Denshi; KS346270
44B1 E0101; Moji_Joho; MJ003998
44B3 E0100; Adobe-Japan1; CID+18494
44B3 E0101; Hanyo-Denshi; IA0621
44B3 E0101; Moji_Joho; MJ004000
44B3 E0102; Hanyo-Denshi; JTB976
44B3 E0102; Moji_Joho; MJ004001
44B6 E0100; Hanyo-Denshi; IA0622
44B6 E0100; Moji_Joho; MJ004004
44B6 E0101; Hanyo-Denshi; KS346540
44B6 E0101; Moji_Joho; MJ004005
44B9 E0100; Hanyo-Denshi; IA0623
44B9 E0100; Moji_Joho; MJ004010
44B9 E0101; Hanyo-Denshi; JTB966
44B9 E0101; Moji_Joho; MJ004008
44B9 E0102; Hanyo-Denshi; JTB973
44B9 E0102; Moji_Joho; MJ004011
44B9 E0103; Hanyo-Denshi; KS346770
44B9 E0103; Moji_Joho; MJ004009
44B9 E0104; Hanyo-Denshi; TK01076990
44BA E0100; Hanyo-Denshi; IA4535
44BA E0101; Hanyo-Denshi; KS346840
44BE E0100; Adobe-Japan1; CID+18492
44BE E0101; Hanyo-Denshi; IA0624
44BE E0101; Moji_Joho; MJ004018
44BE E0102; Hanyo-Denshi; KS347240S
44BE E0102; Moji_Joho; MJ004019
44C1 E0100; Hanyo-Denshi; IA0625
44C1 E0100; Moji_Joho; MJ004021
44C1 E0101; Hanyo-Denshi; KS347950
44C1 E0101; Moji_Joho; MJ004020
44C6 E0100; Hanyo-Denshi; IA4543
44C6 E0101; Hanyo-Denshi; KS348170
44C7 E0100; Hanyo-Denshi; IB2806
44C7 E0101; Hanyo-Denshi; KS348480
44CC E0100; Hanyo-Denshi; IA0626
44CC E0100; Moji_Joho; MJ004034
44CC E0101; Hanyo-Denshi; KS348720
44CC E0101; Moji_Joho; MJ004035
44D0 E0100; Hanyo-Denshi; JT44D0
44D0 E0100; Moji_Joho; MJ004039
44D0 E0101; Hanyo-Denshi; KS349030
44D0 E0101; Moji_Joho; MJ004040
44D3 E0100; Hanyo-Denshi; IA0628
44D3 E0100; Moji_Joho; MJ004043
44D3 E0101; Hanyo-Denshi; KS349390
44D3 E0101; Moji_Joho; MJ004044
44D4 E0100; Adobe-Japan1; CID+18493
44D4 E0101; Hanyo-Denshi; JD8620
44D4 E0101; Moji_Joho; MJ004045
44D4 E0102; Hanyo-Denshi; KS349990
44D4 E0102; Moji_Joho; MJ004046
44E1 E0100; Hanyo-Denshi; IB2820
